FIPS,"Hospitalization Rate per 100,000",Unemployment Initial Claims,"Hospitals per 100,000","Deaths per 100,000"
17021,NaN,27.582,6.1,1478.8
17023,NaN,35.266,0,1449.1
17025,NaN,41.978,7.5,1592.1
17027,NaN,24.1145,2.7,1099.9
17029,NaN,28.0536,2,1187
17031,NaN,35.906,1.4,1113
17033,NaN,26.7338,5.3,1350.6
17035,NaN,24.4882,0,1193.6
17037,NaN,27.8329,2.9,893
17039,NaN,22.9878,6.3,1464.9
17041,NaN,17.8838,0,1262.9
17043,NaN,26.4631,0.9,758.7
17045,NaN,24.0727,5.8,1543.8
17047,NaN,31.7775,0,1454.9
17049,NaN,27.894,2.9,1125.5
17051,NaN,28.8759,4.7,1456.9
17053,NaN,22.7003,7.5,1651.1
17055,NaN,39.241,2.6,1912.1
17057,NaN,36.182,2.9,1647.3
17059,NaN,19.288,0,2095.7
17061,NaN,22.253,7.7,1625.3
17063,NaN,31.989,2,1104.5
17065,NaN,25.5287,12.3,1384.3
17067,NaN,16.1324,5.6,1356.2
17069,NaN,22.609,25.6,2736.6
17071,NaN,10.0306,0,1669.4
17073,NaN,22.1789,4.1,1287.4
17075,NaN,18.2821,3.6,1800.5
17077,NaN,26.7935,3.5,1248.7
17079,NaN,21.4859,0,1144.5
17081,NaN,43.003,5.3,1575.9
17083,NaN,23.5881,4.6,1602.1
17085,NaN,22.4657,4.7,1273.1
17087,NaN,29.2408,0,1613.7
17089,NaN,26.882,0.9,810
17091,NaN,28.65,1.8,1488.8
17093,NaN,29.48,0,652.8
17095,NaN,30.339,4,1630.3
17097,NaN,24.2861,1.1,821.5
17099,NaN,31.987,3.7,1461.2
17101,NaN,22.4616,6.3,1649.2
17103,NaN,25.2563,2.9,1408.4
17105,NaN,29.1686,2.8,1526.8
17107,NaN,21.1386,3.5,1431.3
17109,NaN,29.761,3.3,1188.4
17111,NaN,29.678,1,942.4
17113,NaN,23.0505,1.2,863.3
17115,NaN,33.7997,1.9,1513.7
17117,NaN,23.5202,4.4,1544.8
17119,NaN,25.2049,2.6,1464.1
17121,NaN,38.915,5.3,1879.3
17123,NaN,28.3193,0,1803.4
17125,NaN,25.549,7.4,1747.1
17127,NaN,24.7198,7.1,2081
17129,NaN,20.8724,0,1342.8
17131,NaN,20.6959,6.4,1608.9
17133,NaN,17.0927,0,812.6
17135,NaN,31.357,7,1489.5
17137,NaN,22.2906,2.9,1527.5
17139,NaN,17.1881,0,1209.5
17141,NaN,32.2107,2,1300
17143,NaN,36.645,2.2,1375.8
17145,NaN,40.353,14.2,1360.2
17147,NaN,18.5315,12.2,1164.9
17149,NaN,18.679,6.4,1569.4
17151,NaN,18.85,0,0
17153,NaN,26.9008,0,2068.5
17155,NaN,27.5138,0,0
17157,NaN,27.206,9.3,1439
17159,NaN,24.3811,6.3,1547.9
17161,NaN,24.4993,2.1,1375.1
17163,NaN,27.1236,1.5,1465.2
17165,NaN,31.364,8.4,2041.3
17167,NaN,27.4094,2,1327.4
17169,NaN,21.944,14.5,2041.4
17171,NaN,20.2416,0,1563.1
17173,NaN,26.1457,4.6,1315.5
17175,NaN,23.0499,0,1732.1
17177,NaN,29.3013,2.2,1351.9
17179,NaN,31.683,1.5,1287
17181,NaN,24.8311,5.9,1811.1
17183,NaN,27.7015,3.9,1783.7
17185,NaN,19.0469,8.7,1212.2
17187,NaN,15.7595,5.9,1297.6
17189,NaN,23.9509,7.1,1221.9
17191,NaN,34.644,6.1,1420.5
17193,NaN,21.6741,0,1844.1
17195,NaN,27.3218,3.6,1432.8
17197,NaN,31.291,0.7,928.2
17199,NaN,32.5,4.5,1513.7
17201,NaN,47.437,1.4,1493.9
17203,NaN,23.4625,2.6,936
18001,NaN,38.3739,2.8,1077.6
18003,NaN,64.758,2.9,1275.6
18005,NaN,50.9207,1.2,1235
18007,NaN,37.639,0,1421.5
18009,NaN,59.23,8.4,1835.7
18011,NaN,31.5216,1.5,934.3
18013,NaN,49.325,0,1634.5
18015,NaN,41.489,0,1122.9
18017,NaN,53.1075,7.9,1565
18019,NaN,46.3365,3.4,1686.3
18021,NaN,52.223,3.8,1654.6
18023,NaN,47.7538,3.1,1451.2
18025,NaN,60.486,0,2017.4
18027,NaN,25.9456,3,1375.7
18029,NaN,31.6241,4,1503
18031,NaN,54.2678,3.7,1339.9
18033,NaN,47.9673,4.6,1327.9
18035,NaN,62.4987,2.6,1645.9
18037,NaN,40.6384,2.3,1141.8
18039,NaN,60.9527,1.5,1154.4
18041,NaN,71.116,4.3,2139.1
18043,NaN,41.3414,3.9,1464.4
18045,NaN,47.87,0,1541.2
18047,NaN,39.7265,0,1227.1
18049,NaN,51.029,5,1707.1
18051,NaN,44.8709,3,1524.6
18053,NaN,57.7185,4.5,1871.5
18055,NaN,45.2771,3.1,1727.8
18057,NaN,31.571,2.4,647.4
18059,NaN,39.127,1.3,1190.6
18061,NaN,39.0026,2.5,1511.8
18063,NaN,32.5449,1.2,894
18065,NaN,53.5639,2.1,1698.7
18067,NaN,94.5092,3.6,1883.1
18069,NaN,52.1379,2.8,1354.9
18071,NaN,57.4909,2.3,1521.2
18073,NaN,48.8124,3,1411.4
18075,NaN,50.64,4.8,1656.7
18077,NaN,54.3331,9.3,1685.9
18079,NaN,62.3123,3.6,2024.6
18081,NaN,44.1154,1.9,1068.3
18083,NaN,42.9427,2.7,1610
18085,NaN,46.0154,2.5,1167.1
18087,NaN,42.3165,2.5,958.6
18089,NaN,77.9279,3.3,1481.2
18091,NaN,67.392,2.7,1673.5
18093,NaN,51.4896,4.4,1611.6
18095,NaN,68.0848,3.9,1665.4
18097,NaN,80.6861,2.3,1423.7
18099,NaN,47.1525,8.6,1195.7
18101,NaN,33.881,0,1487.7
18103,NaN,64.5365,2.8,1523.9
18105,NaN,47.6306,2,861
18107,NaN,42.3271,2.6,1486.5
18109,NaN,48.4353,2.9,1471.8
18111,NaN,29.27,0,1870
18113,NaN,63.2396,2.1,1302.3
18115,NaN,24.004,0,1454.5
18117,NaN,70.686,5.1,1657.3
18119,NaN,54.408,0,1727
18121,NaN,35.472,0,1447.4
18123,NaN,52.793,5.2,1418.7
18125,NaN,44.526,0,1651.9
18127,NaN,47.0999,1.8,1260.1
18129,NaN,29.4056,0,1311.7
18131,NaN,49.324,8,1740.3
18133,NaN,48.5234,2.6,1220.3
18135,NaN,51.677,4,1722.3
18137,NaN,32.0321,3.5,1521.6
18139,NaN,45.811,6,1548.3
18141,NaN,71.2826,2.6,1341.7
18143,NaN,77.1203,4.2,2253.1
18145,NaN,49.3379,2.2,1495.8
18147,NaN,45.6322,0,1348
18149,NaN,59.871,4.4,1774.6
18151,NaN,43.1611,2.9,1315.6
18153,NaN,52.163,4.8,1764.1
18155,NaN,35.589,0,1604.9
18157,NaN,54.3601,3.6,881.1
18159,NaN,39.692,6.6,1427.8
18161,NaN,22.191,0,1733.7
18163,NaN,58.3924,3.3,1525.1
18165,NaN,43.568,6.5,1815.4
18167,NaN,61.0658,3.7,1569.1
18169,NaN,40.3501,3.2,1534.5
18171,NaN,19.898,12.1,1234.4
18173,NaN,38.3234,6.4,1248.3
18175,NaN,46.4541,3.6,1789.4
18177,NaN,54.7473,3,1964
18179,NaN,38.4784,3.5,1308.2
18181,NaN,50.1737,4.1,1487.6
18183,NaN,45.0243,2.9,1127
19001,NaN,32.104,14.2,1203.5
19003,NaN,26.8049,27.4,0
19005,NaN,27.7174,7.2,1221.8
19007,NaN,43.9192,8,1624.2
19009,NaN,22.8935,18.2,1634.6
19011,NaN,39.5311,3.9,1220.7
19013,NaN,49.0193,2.3,1156.3
19015,NaN,28.2858,3.8,1089.3
19017,NaN,32.9136,8,873.9
19019,NaN,36.4352,9.4,1221.8
19021,NaN,24.8683,5,795
19023,NaN,33.8713,0,1444.4
19025,NaN,26.9462,10.3,1495
19027,NaN,30.614,9.9,1091.6
19029,NaN,30.3348,7.7,1616.4
19031,NaN,32.079,0,912.7
19033,NaN,42.3675,4.7,1399.9
19035,NaN,24.4475,17.7,1413.3
19037,NaN,37.8493,8.4,1170.2
19039,NaN,38.2952,10.6,1549.4
19041,NaN,36.4998,6.2,1084.7
19043,NaN,36.8641,11.4,1196.2
19045,NaN,43.223,6.4,1408.1
19047,NaN,27.0785,5.8,1107.4
19049,NaN,23.1465,1.1,670.9
19051,NaN,27.6285,11.1,1120.1
19053,NaN,23.7487,12.7,1330.8
19055,NaN,32.4155,5.9,990.1
19057,NaN,60.533,2.6,1392.5
19059,NaN,40.5681,5.8,1084.4
19061,NaN,44.4269,3.1,951.9
19063,NaN,39.1394,10.8,1361.7
19065,NaN,37.9105,10.2,1342.8
19067,NaN,41.1238,6.3,1243.6
19069,NaN,25.7399,9.9,1165.5
19071,NaN,18.0384,14.3,1501.5
19073,NaN,29.6723,11.1,1436.4
19075,NaN,33.783,8.1,1032.2
19077,NaN,31.2097,9.3,1044.8
19079,NaN,34.9099,6.7,1203.9
19081,NaN,44.5394,9.3,1017.6
19083,NaN,29.6806,11.9,1162
19085,NaN,19.7003,7.1,1316
19087,NaN,41.3246,10,1171.1
19089,NaN,34.2607,10.9,1077.6
19091,NaN,25.3667,10.5,1141.7
19093,NaN,19.6624,14.6,1330.2
19095,NaN,38.49936,6.2,1084.2
19097,NaN,42.9768,5.1,1255.7
19099,NaN,40.3764,2.7,1327.2
19101,NaN,32.361,5.4,1158.8
19103,NaN,38.2528,2.6,663.1
19105,NaN,37.3929,9.6,1017.2
19107,NaN,34.8854,9.8,1339.9
19109,NaN,26.6607,6.7,945.8
19111,NaN,51.244,8.8,1729.6
19113,NaN,47.973,0.9,988
19115,NaN,37.7504,0,1271.4
19117,NaN,26.6452,11.6,1503.8
19119,NaN,13.3631,8.5,905.9
19121,NaN,42.8403,6.2,1058.5
19123,NaN,44.8585,4.5,1200
19125,NaN,44.916,9,1053.7
19127,NaN,46.7998,2.5,1295.6
19129,NaN,18.1804,6.6,1380.9
19131,NaN,21.8583,9.5,1059.7
19133,NaN,28.9173,11.5,1670.7
19135,NaN,40.2695,12.8,1578.9
19137,NaN,35.3446,10,1639.5
19139,NaN,58.2524,2.3,1185.7
19141,NaN,23.6134,14.5,1119.9
19143,NaN,21.44,16.6,1225.2
19145,NaN,41.5964,19.7,1501.7
19147,NaN,27.1846,11.2,1399.9
19149,NaN,24.5254,4,1032.1
19151,NaN,18.3448,14.8,1572.7
19153,NaN,42.0068,1.8,1027.1
19155,NaN,26.5199,2.1,1395.2
19157,NaN,37.8678,5.3,1171.2
19159,NaN,21.4924,40.3,0
19161,NaN,21.1532,10.3,1481.6
19163,NaN,43.3215,2.3,1157.6
19165,NaN,21.8599,8.6,1191.9
19167,NaN,16.65039,14.3,633.1
19169,NaN,25.1167,4.1,594.3
19171,NaN,36.6128,0,1390.2
19173,NaN,27.3116,0,1243.7
19175,NaN,44.475,8.1,1440.2
19177,NaN,34.6282,14.2,1552.7
19179,NaN,42.3722,2.8,1553.8
19181,NaN,31.9479,0,973.4
19183,NaN,30.9277,4.5,1201.4
19185,NaN,30.1309,15.6,1499.8
19187,NaN,34.4483,2.8,1455.5
19189,NaN,66.163,0,1178.9
19191,NaN,34.4856,5,748.9
19193,NaN,32.3716,2.9,1239.5
19195,NaN,38.4531,0,1341.7
19197,NaN,30.3869,15.8,1292.4
20001,NaN,NaN,16.1,1615.2
20003,NaN,NaN,12.7,1586.7
20005,NaN,NaN,6.2,1500.6
20007,NaN,NaN,67.1,0
20009,NaN,NaN,11.5,1283
20011,NaN,NaN,6.8,1603.8
20013,NaN,NaN,20.8,1823.3
20015,NaN,NaN,3,1322.5
20017,NaN,NaN,0,0
20019,NaN,NaN,30.2,1994.6
20021,NaN,NaN,10,1953.5
20023,NaN,NaN,37.6,0
20025,NaN,NaN,99.8,0
20027,NaN,NaN,12.5,1300.5
20029,NaN,NaN,11.5,1592.4
20031,NaN,NaN,24.3,1579
20033,NaN,NaN,57.2,0
20035,NaN,NaN,5.7,1658.2
20037,NaN,NaN,5.1,1432.6
20039,NaN,NaN,34.8,0
20041,NaN,NaN,10.7,1250.2
20043,NaN,NaN,0,1314.8
20045,NaN,NaN,0.8,763.4
20047,NaN,NaN,35.1,0
20049,NaN,NaN,0,0
20051,NaN,NaN,3.5,947.4
20053,NaN,NaN,16.1,1436.4
20055,NaN,NaN,2.7,849.5
20057,NaN,NaN,3,908.9
20059,NaN,NaN,3.9,1381.1
20061,NaN,NaN,6.1,1076.9
20063,NaN,NaN,38.3,0
20065,NaN,NaN,40.1,0
20067,NaN,NaN,13.6,1104.1
20069,NaN,NaN,0,961.4
20071,NaN,NaN,81.5,0
20073,NaN,NaN,16.5,1998.3
20075,NaN,NaN,38.4,0
20077,NaN,NaN,54.5,2106.8
20079,NaN,NaN,5.8,1292
20081,NaN,NaN,25,0
20083,NaN,NaN,55,0
20085,NaN,NaN,7.5,1310.2
20087,NaN,NaN,5.3,1312.3
20089,NaN,NaN,35.2,0
20091,NaN,NaN,2.8,720.6
20093,NaN,NaN,25.4,0
20095,NaN,NaN,13.7,3351.6
20097,NaN,NaN,39.7,0
20099,NaN,NaN,15,1883.4
20101,NaN,NaN,64.1,0
20103,NaN,NaN,3.7,1108.8
20105,NaN,NaN,33.1,0
20107,NaN,NaN,0,1743.6
20109,NaN,NaN,35.2,0
20111,NaN,NaN,3,1074.7
20113,NaN,NaN,10.5,1265
20115,NaN,NaN,16.7,1497.9
20117,NaN,NaN,10.3,1450.3
20119,NaN,NaN,24.1,1374.8
20121,NaN,NaN,5.9,1175.8
20123,NaN,NaN,16.3,1040.7
20125,NaN,NaN,6.2,1892.9
20127,NaN,NaN,18.1,0
20129,NaN,NaN,37.5,0
20131,NaN,NaN,19.7,1142.3
20133,NaN,NaN,6.3,1504.6
20135,NaN,NaN,105.6,0
20137,NaN,NaN,18.4,1307.6
20139,NaN,NaN,0,1505.6
20141,NaN,NaN,28.8,0
20143,NaN,NaN,17.2,1654.6
20145,NaN,NaN,30.5,1920.1
20147,NaN,NaN,18.8,0
20149,NaN,NaN,12.4,898
20151,NaN,NaN,10.7,1471.5
20153,NaN,NaN,39.9,0
20155,NaN,NaN,3.2,1405.2
20157,NaN,NaN,21.4,1586.6
20159,NaN,NaN,10.5,1479.4
20161,NaN,NaN,2.7,591.6
20163,NaN,NaN,19.9,1456.2
20165,NaN,NaN,32.3,0
20167,NaN,NaN,14.5,1766.3
20169,NaN,NaN,3.7,1389.7
20171,NaN,NaN,40.8,0
20173,NaN,NaN,2.7,1280.4
20175,NaN,NaN,4.6,812.7
20177,NaN,NaN,2.8,1482.8
20179,NaN,NaN,39.5,0
20181,NaN,NaN,17,1305.3
20183,NaN,NaN,27.8,0
20185,NaN,NaN,23.9,1627.6
20187,NaN,NaN,50.3,0
20189,NaN,NaN,18,1205.3
20191,NaN,NaN,8.7,1478.5
20193,NaN,NaN,13,1115.3
20195,NaN,NaN,35.8,0
20197,NaN,NaN,0,1406
20199,NaN,NaN,0,0
20201,NaN,NaN,36.9,0
20203,NaN,NaN,47.5,0
20205,NaN,NaN,23.1,1638.8
20207,NaN,NaN,0,0
20209,NaN,NaN,2.4,1396.7
21001,NaN,70.9733,5.2,1665.4
21003,NaN,69.8899,4.7,1822.7
21005,NaN,71.4968,0,1712
21007,NaN,67.9953,0,1942.6
21009,NaN,75.831,2.3,1695.5
21011,NaN,86.1647,0,2075.4
21013,NaN,43.4489,7.5,2664.8
21015,NaN,46.8827,1.5,1089.5
21017,NaN,146.4981,5,1674.6
21019,NaN,52.3285,2.1,2063.9
21021,NaN,65.464,3.3,1588
21023,NaN,44.7024,0,1942
21025,NaN,65.8088,7.9,2876
21027,NaN,48.8687,4.9,1898.2
21029,NaN,41.6554,0,1372.9
21031,NaN,99.1073,0,2035.7
21033,NaN,57.5655,7.9,1808.9
21035,NaN,74.4444,2.6,1305.7
21037,NaN,30.3452,2.1,1416
21039,NaN,49.4859,0,1802.6
21041,NaN,58.0602,9.3,2272.5
21043,NaN,108.8434,0,2003.4
21045,NaN,150.639,6.3,2001.5
21047,NaN,71.0811,4.2,1460.8
21049,NaN,56.1357,0,1964.2
21051,NaN,75.8671,5,2586.4
21053,NaN,55.0934,9.8,1783.3
21055,NaN,44.2297,11.2,2019.1
21057,NaN,95.655,15,2057.4
21059,NaN,47.4292,3,1507.4
21061,NaN,81.863,0,1808.7
21063,NaN,74.1682,0,1824.7
21065,NaN,76.924,7,2535.6
21067,NaN,92.2144,3.4,1143.7
21069,NaN,63.5257,6.9,1954
21071,NaN,78.349,8.4,2728.4
21073,NaN,108.2412,2,1757.4
21075,NaN,90.5837,16.3,2565.4
21077,NaN,70.5602,0,2151.3
21079,NaN,65.9126,5.7,1628.7
21081,NaN,51.5145,4,1847.1
21083,NaN,81.7922,2.7,1717.7
21085,NaN,131.159,3.8,2070.6
21087,NaN,75.26,9.1,1701.5
21089,NaN,84.4213,2.8,1871.4
21091,NaN,286.3004,0,1427.3
21093,NaN,69.764,3.6,1294.9
21095,NaN,76.3223,3.8,2881.6
21097,NaN,58.2944,5.3,1853.2
21099,NaN,324.5365,5.3,1740.2
21101,NaN,39.2243,2.2,1713.1
21103,NaN,53.2949,0,1750.9
21105,NaN,93.8923,0,2103.6
21107,NaN,118.0301,2.2,1977
21109,NaN,129.9201,0,2350.8
21111,NaN,53.9055,2.2,1553.2
21113,NaN,49.0347,0,1363.1
21115,NaN,54.878,4.5,2506
21117,NaN,37.7782,3,1464
21119,NaN,82.5944,0,2499
21121,NaN,152.925,3.2,2213.8
21123,NaN,91.909,0,1663.5
21125,NaN,73.27,3.3,1860.9
21127,NaN,76.0331,6.4,2401.9
21129,NaN,136.7238,0,2587.8
21131,NaN,61.023,9.9,2770.4
21133,NaN,72.6911,4.6,2698.8
21135,NaN,88.9141,0,2383.6
21137,NaN,102.475,4.1,1911.2
21139,NaN,99.3672,10.8,2304.7
21141,NaN,62.8555,3.7,1671.1
21143,NaN,94.4186,0,1885.4
21145,NaN,65.3421,3.1,1717
21147,NaN,92.1399,0,2441.4
21149,NaN,76.4601,0,2010.4
21151,NaN,64.5611,2.2,1333.8
21153,NaN,150.221,0,2273.1
21155,NaN,95.575,5.2,1592.5
21157,NaN,75.6174,3.2,1981.3
21159,NaN,130.345,0,2446.3
21161,NaN,104.2576,5.8,1842.6
21163,NaN,60.8784,0,1556.7
21165,NaN,144.298,0,2216.7
21167,NaN,213.391,4.6,1850.8
21169,NaN,141.6627,0,1954.1
21171,NaN,106.4203,9.3,2192.6
21173,NaN,78.791,3.5,1819
21175,NaN,91.6462,7.5,1641.1
21177,NaN,75.4929,3.2,1871.7
21179,NaN,84.195,2.2,1531
21181,NaN,179.5116,14,2065.3
21183,NaN,86.58,4.2,1901.4
21185,NaN,38.0661,3,961.3
21187,NaN,80.5165,9.2,1672.8
21189,NaN,55.0665,0,2974.1
21191,NaN,62.703,0,1803.3
21193,NaN,82.318,3.8,3085.2
21195,NaN,63.8281,3.4,2402.3
21197,NaN,93.2197,0,2628.2
21199,NaN,88.214,1.5,2011.7
21201,NaN,41.7644,0,0
21203,NaN,114.3549,6,1982.1
21205,NaN,87.3886,4.1,1521.4
21207,NaN,234.085,5.6,2194
21209,NaN,107.2591,1.8,1213.6
21211,NaN,50.849,2.1,1191.3
21213,NaN,145.2175,5.4,1905.1
21215,NaN,60.711,0,1356.8
21217,NaN,91.1595,3.9,1593
21219,NaN,27.2122,0,1827.6
21221,NaN,91.2879,6.8,1693.6
21223,NaN,93.8402,0,2043.5
21225,NaN,113.7524,6.9,1895.9
21227,NaN,88.4013,3,1222.7
21229,NaN,91.857,0,1646.8
21231,NaN,92.9389,4.9,1895.6
21233,NaN,78.734,0,1929.7
21235,NaN,101.9853,2.8,2480.5
21237,NaN,193.6185,0,2424.4
21239,NaN,55.3524,3.8,1277.7
22001,NaN,NaN,6.4,1651.4
22003,NaN,NaN,7.8,1691.1
22005,NaN,NaN,4,1013.1
22007,NaN,NaN,4.5,1506.7
22009,NaN,NaN,7.4,1917.8
22011,NaN,NaN,5.4,1774.4
22013,NaN,NaN,7.5,2149.1
22015,NaN,NaN,3.9,1201.4
22017,NaN,NaN,5.8,1780
22019,NaN,NaN,6.4,1621.3
22021,NaN,NaN,20.1,2048.2
22023,NaN,NaN,14.4,1133.8
22025,NaN,NaN,0,2050.4
22027,NaN,NaN,6.3,1643.3
22029,NaN,NaN,10.2,2145.9
22031,NaN,NaN,3.6,1683.9
22033,NaN,NaN,4.8,1420.8
22035,NaN,NaN,14.2,2117.4
22037,NaN,NaN,20.7,2025.4
22039,NaN,NaN,6,1862.9
22041,NaN,NaN,5,1920
22043,NaN,NaN,0,1614.6
22045,NaN,NaN,4.2,1733.8
22047,NaN,NaN,3.1,1763.4
22049,NaN,NaN,6.3,1704.2
22051,NaN,NaN,3.9,1480.5
22053,NaN,NaN,12.7,1770
22055,NaN,NaN,7,1123.6
22057,NaN,NaN,3.1,1413.6
22059,NaN,NaN,13.4,1729.6
22061,NaN,NaN,10.6,1097.6
22063,NaN,NaN,0.7,1379.3
22065,NaN,NaN,9,2024.9
22067,NaN,NaN,11.8,2323
22069,NaN,NaN,5.2,1650.3
22071,NaN,NaN,3.3,1491.3
22073,NaN,NaN,6.5,1602.8
22075,NaN,NaN,0,1260.1
22077,NaN,NaN,4.6,1823.2
22079,NaN,NaN,10.7,1769.3
22081,NaN,NaN,23.6,2135.2
22083,NaN,NaN,9.9,1842.3
22085,NaN,NaN,4.2,1772.6
22087,NaN,NaN,4.3,1631
22089,NaN,NaN,1.9,1210.3
22091,NaN,NaN,9.7,2056.1
22093,NaN,NaN,9.5,1606.7
22095,NaN,NaN,2.3,1602.4
22097,NaN,NaN,7.2,1947.7
22099,NaN,NaN,3.7,1661.7
22101,NaN,NaN,4,1798.1
22103,NaN,NaN,5.8,1204.5
22105,NaN,NaN,6.7,1661
22107,NaN,NaN,0,2286
22109,NaN,NaN,4.5,1564.6
22111,NaN,NaN,13.4,1966
22113,NaN,NaN,3.3,1420.7
22115,NaN,NaN,10.2,1465.4
22117,NaN,NaN,8.6,2314.2
22119,NaN,NaN,5.2,2095.5
22121,NaN,NaN,0,1396.3
22123,NaN,NaN,9.1,1821.2
22125,NaN,NaN,6.5,1843.5
22127,NaN,NaN,21.2,2058.9
23001,NaN,NaN,1.9,1381.9
23003,NaN,NaN,8.9,1566.1
23005,NaN,NaN,2.7,1047.2
23007,NaN,NaN,3.3,1434.9
23009,NaN,NaN,7.3,1361
23011,NaN,NaN,6.6,1406.4
23013,NaN,NaN,2.5,1365.3
23015,NaN,NaN,5.8,1421
23017,NaN,NaN,3.5,1605.4
23019,NaN,NaN,4,1433.5
23021,NaN,NaN,11.9,1892.9
23023,NaN,NaN,0,1276.9
23025,NaN,NaN,4,1792.8
23027,NaN,NaN,2.5,1362.9
23029,NaN,NaN,6.4,1864.1
23031,NaN,NaN,2.4,1275.3
24001,NaN,45.7143,2.8,1592.1
24003,NaN,37.6453,0.5,1093.5
24005,NaN,51.2682,0.7,1309.1
24009,NaN,32.0309,1.1,1060.8
24011,NaN,35.7608,0,1525.3
24013,NaN,29.741,1.2,1147.1
24015,NaN,32.8942,1.9,1553.1
24017,NaN,39.1608,0.6,1098.4
24019,NaN,52.214,9.4,1728.2
24021,NaN,34.6978,0.4,942.3
24023,NaN,37.1827,3.4,1416.2
24025,NaN,36.9907,0.8,1192.3
24027,NaN,32.796,0.9,649.1
24029,NaN,39.2432,5.2,1465.2
24031,NaN,35.4637,1,650.3
24033,NaN,46.325,0.7,1114.8
24035,NaN,32.7298,0,1118.4
